feature1,feature2,spearman_r,p_value
AL_166,AL_197,0.5979,0.0
AL_166,AL_233,0.5979,0.0
AL_166,AL_212,0.5979,0.0
AL_166,AL_292,0.5979,0.0
AL_166,AL_195,0.5979,0.0
AL_166,AL_284,0.5979,0.0
AL_166,AL_272,0.5979,0.0
AL_166,AL_208,0.5979,0.0
AL_166,AL_244,0.5979,0.0
AL_172,AL_266,0.5979,0.0
AL_166,AL_263,0.5979,0.0
AL_166,AL_191,0.5979,0.0
AL_166,AL_280,0.5979,0.0
AL_166,AL_236,0.5979,0.0
AL_166,AL_248,0.5979,0.0
AL_166,AL_231,0.5979,0.0
AL_207,AL_264,0.5978,0.0
AL_253,AL_255,0.5978,0.0
AL_103,AL_190,0.5978,0.0
AL_77,AL_194,0.5978,0.0
AL_239,AL_298,0.5978,0.0
AL_127,AL_251,0.5977,0.0
AL_145,AL_252,0.5977,0.0
AL_148,AL_251,0.5977,0.0
AL_148,AL_252,0.5977,0.0
AL_97,AL_296,0.5976,0.0
AL_289,AL_291,0.5975,0.0
AL_246,AL_287,0.5975,0.0
AL_101,AL_150,0.5975,0.0
AL_125,AL_150,0.5975,0.0
AL_149,AL_150,0.5975,0.0
AL_128,AL_150,0.5975,0.0
AL_113,AL_150,0.5975,0.0
AL_119,AL_150,0.5975,0.0
AL_110,AL_150,0.5975,0.0
AL_146,AL_150,0.5975,0.0
AL_107,AL_150,0.5975,0.0
AL_137,AL_150,0.5975,0.0
AL_150,AL_152,0.5975,0.0
AL_150,AL_179,0.5975,0.0
AL_116,AL_150,0.5975,0.0
AL_140,AL_150,0.5975,0.0
AL_150,AL_176,0.5975,0.0
AL_134,AL_150,0.5975,0.0
AL_150,AL_167,0.5975,0.0
AL_122,AL_150,0.5975,0.0
AL_143,AL_150,0.5975,0.0
AL_150,AL_170,0.5975,0.0
AL_131,AL_150,0.5975,0.0
AL_150,AL_161,0.5975,0.0
AL_104,AL_150,0.5975,0.0
AL_150,AL_158,0.5975,0.0
AL_150,AL_155,0.5975,0.0
AL_150,AL_164,0.5975,0.0
AL_115,AL_184,0.5975,0.0
AL_150,AL_173,0.5975,0.0
AL_150,AL_182,0.5975,0.0
AL_89,AL_142,0.5975,0.0
AL_194,AL_298,0.5975,0.0
AL_235,AL_277,0.5974,0.0
AL_166,AL_269,0.5974,0.0
AL_166,AL_204,0.5974,0.0
AL_232,AL_279,0.5974,0.0
AL_166,AL_200,0.5974,0.0
AL_77,AL_199,0.5974,0.0
AL_103,AL_243,0.5974,0.0
AL_75,AL_88,0.5974,0.0
AL_115,AL_260,0.5974,0.0
AL_166,AL_240,0.5974,0.0
AL_166,AL_267,0.5974,0.0
AL_166,AL_227,0.5974,0.0
AL_222,AL_287,0.5973,0.0
AL_178,AL_203,0.5973,0.0
AL_211,AL_298,0.5973,0.0
AL_103,AL_185,0.5973,0.0
AL_91,AL_216,0.5973,0.0
AL_91,AL_327,0.5973,0.0
AL_230,AL_257,0.5973,0.0
AL_115,AL_208,0.5972,0.0
AL_115,AL_212,0.5972,0.0
AL_115,AL_191,0.5972,0.0
AL_115,AL_220,0.5972,0.0
AL_115,AL_197,0.5972,0.0
AL_115,AL_231,0.5972,0.0
AL_115,AL_233,0.5972,0.0
AL_145,AL_251,0.5972,0.0
AL_115,AL_195,0.5972,0.0
AL_232,AL_255,0.5972,0.0
AL_115,AL_248,0.5972,0.0
AL_115,AL_284,0.5972,0.0
AL_115,AL_280,0.5972,0.0
AL_115,AL_292,0.5972,0.0
AL_115,AL_276,0.5972,0.0
AL_115,AL_272,0.5972,0.0
AL_83,AL_224,0.5972,0.0
AL_115,AL_263,0.5972,0.0
AL_16,AL_251,0.5972,0.0
AL_115,AL_256,0.5972,0.0
AL_115,AL_236,0.5972,0.0
AL_115,AL_244,0.5972,0.0
AL_260,AL_298,0.5971,0.0
AL_148,AL_284,0.5971,0.0
AL_27,AL_29,0.5971,0.0
AL_148,AL_212,0.5971,0.0
AL_148,AL_280,0.5971,0.0
AL_148,AL_276,0.5971,0.0
AL_148,AL_292,0.5971,0.0
AL_148,AL_197,0.5971,0.0
AL_148,AL_272,0.5971,0.0
AL_148,AL_195,0.5971,0.0
AL_148,AL_220,0.5971,0.0
AL_148,AL_191,0.5971,0.0
AL_148,AL_236,0.5971,0.0
AL_148,AL_256,0.5971,0.0
AL_148,AL_231,0.5971,0.0
AL_148,AL_208,0.5971,0.0
AL_148,AL_248,0.5971,0.0
AL_148,AL_244,0.5971,0.0
AL_148,AL_233,0.5971,0.0
AL_148,AL_263,0.5971,0.0
AL_95,AL_320,0.597,0.0
AL_95,AL_324,0.597,0.0
AL_95,AL_332,0.597,0.0
AL_95,AL_316,0.597,0.0
AL_95,AL_309,0.597,0.0
AL_95,AL_307,0.597,0.0
AL_95,AL_303,0.597,0.0
AL_95,AL_299,0.597,0.0
AL_95,AL_312,0.597,0.0
AL_132,AL_182,0.5969,0.0
AL_132,AL_158,0.5969,0.0
AL_81,AL_88,0.5969,0.0
AL_132,AL_140,0.5969,0.0
AL_132,AL_146,0.5969,0.0
AL_132,AL_149,0.5969,0.0
AL_132,AL_152,0.5969,0.0
AL_132,AL_155,0.5969,0.0
AL_113,AL_132,0.5969,0.0
AL_131,AL_132,0.5969,0.0
AL_132,AL_161,0.5969,0.0
AL_119,AL_132,0.5969,0.0
AL_132,AL_164,0.5969,0.0
AL_132,AL_167,0.5969,0.0
AL_132,AL_170,0.5969,0.0
AL_132,AL_173,0.5969,0.0
AL_132,AL_176,0.5969,0.0
AL_132,AL_179,0.5969,0.0
AL_110,AL_132,0.5969,0.0
AL_262,AL_273,0.5969,0.0
AL_132,AL_137,0.5969,0.0
AL_132,AL_143,0.5969,0.0
AL_116,AL_132,0.5969,0.0
AL_107,AL_132,0.5969,0.0
AL_104,AL_132,0.5969,0.0
AL_89,AL_166,0.5969,0.0
AL_101,AL_132,0.5969,0.0
AL_128,AL_132,0.5969,0.0
AL_132,AL_134,0.5969,0.0
AL_125,AL_132,0.5969,0.0
AL_122,AL_132,0.5969,0.0
AL_203,AL_264,0.5968,0.0
AL_115,AL_200,0.5968,0.0
AL_77,AL_271,0.5968,0.0
AL_115,AL_204,0.5968,0.0
AL_115,AL_240,0.5968,0.0
AL_83,AL_235,0.5968,0.0
AL_115,AL_227,0.5968,0.0
AL_115,AL_269,0.5968,0.0
AL_115,AL_267,0.5968,0.0
AL_251,AL_258,0.5968,0.0
AL_92,AL_239,0.5967,0.0
AL_199,AL_277,0.5967,0.0
AL_283,AL_298,0.5966,0.0
AL_97,AL_320,0.5966,0.0
AL_97,AL_307,0.5966,0.0
AL_97,AL_324,0.5966,0.0
AL_97,AL_316,0.5966,0.0
AL_75,AL_94,0.5966,0.0
AL_97,AL_312,0.5966,0.0
AL_199,AL_258,0.5966,0.0
AL_221,AL_251,0.5966,0.0
AL_97,AL_332,0.5966,0.0
AL_97,AL_309,0.5966,0.0
AL_97,AL_299,0.5966,0.0
AL_97,AL_303,0.5966,0.0
AL_281,AL_288,0.5966,0.0
AL_207,AL_273,0.5965,0.0
AL_253,AL_262,0.5965,0.0
AL_232,AL_252,0.5965,0.0
AL_142,AL_260,0.5965,0.0
AL_16,AL_287,0.5964,0.0
AL_106,AL_186,0.5964,0.0
AL_207,AL_298,0.5963,0.0
AL_145,AL_262,0.5963,0.0
AL_83,AL_255,0.5963,0.0
AL_260,AL_331,0.5963,0.0
AL_85,AL_296,0.5963,0.0
AL_218,AL_251,0.5963,0.0
AL_283,AL_289,0.5963,0.0
AL_226,AL_289,0.5962,0.0
AL_83,AL_248,0.5962,0.0
AL_83,AL_263,0.5962,0.0
AL_83,AL_208,0.5962,0.0
AL_83,AL_197,0.5962,0.0
AL_83,AL_272,0.5962,0.0
AL_83,AL_195,0.5962,0.0
AL_83,AL_220,0.5962,0.0
AL_83,AL_276,0.5962,0.0
AL_247,AL_298,0.5962,0.0
AL_83,AL_280,0.5962,0.0
AL_89,AL_133,0.5962,0.0
AL_83,AL_244,0.5962,0.0
AL_80,AL_331,0.5962,0.0
AL_283,AL_323,0.5962,0.0
AL_83,AL_212,0.5962,0.0
AL_83,AL_256,0.5962,0.0
AL_238,AL_247,0.5962,0.0
AL_83,AL_236,0.5962,0.0
AL_83,AL_231,0.5962,0.0
AL_83,AL_284,0.5962,0.0
AL_243,AL_257,0.5962,0.0
AL_83,AL_191,0.5962,0.0
AL_238,AL_251,0.5962,0.0
AL_83,AL_233,0.5962,0.0
AL_83,AL_292,0.5962,0.0
AL_148,AL_204,0.5961,0.0
AL_251,AL_298,0.5961,0.0
AL_148,AL_240,0.5961,0.0
AL_160,AL_260,0.5961,0.0
AL_91,AL_96,0.5961,0.0
AL_148,AL_227,0.5961,0.0
AL_148,AL_200,0.5961,0.0
AL_148,AL_267,0.5961,0.0
AL_148,AL_269,0.5961,0.0
AL_166,AL_252,0.5961,0.0
AL_173,AL_174,0.596,0.0
AL_116,AL_174,0.596,0.0
AL_161,AL_174,0.596,0.0
AL_140,AL_174,0.596,0.0
AL_134,AL_174,0.596,0.0
AL_89,AL_118,0.596,0.0
AL_122,AL_174,0.596,0.0
AL_158,AL_174,0.596,0.0
AL_137,AL_174,0.596,0.0
AL_167,AL_174,0.596,0.0
AL_131,AL_174,0.596,0.0
AL_104,AL_174,0.596,0.0
AL_110,AL_174,0.596,0.0
AL_249,AL_287,0.596,0.0
AL_101,AL_174,0.596,0.0
AL_152,AL_174,0.596,0.0
AL_172,AL_287,0.596,0.0
AL_125,AL_174,0.596,0.0
AL_149,AL_174,0.596,0.0
AL_232,AL_262,0.596,0.0
AL_170,AL_174,0.596,0.0
AL_128,AL_174,0.596,0.0
AL_121,AL_211,0.596,0.0
AL_174,AL_179,0.596,0.0
AL_174,AL_176,0.596,0.0
AL_146,AL_174,0.596,0.0
AL_119,AL_174,0.596,0.0
AL_164,AL_174,0.596,0.0
AL_107,AL_174,0.596,0.0
AL_143,AL_174,0.596,0.0
AL_174,AL_182,0.596,0.0
AL_155,AL_174,0.596,0.0
AL_113,AL_174,0.596,0.0
AL_260,AL_273,0.5959,0.0
AL_291,AL_298,0.5959,0.0
AL_172,AL_211,0.5958,0.0
AL_75,AL_85,0.5958,0.0
AL_145,AL_194,0.5958,0.0
AL_145,AL_226,0.5958,0.0
AL_115,AL_283,0.5957,0.0
AL_140,AL_147,0.5957,0.0
AL_101,AL_147,0.5957,0.0
AL_147,AL_179,0.5957,0.0
AL_143,AL_147,0.5957,0.0
AL_116,AL_147,0.5957,0.0
AL_147,AL_149,0.5957,0.0
AL_147,AL_167,0.5957,0.0
AL_147,AL_173,0.5957,0.0
AL_83,AL_247,0.5957,0.0
AL_147,AL_176,0.5957,0.0
AL_147,AL_164,0.5957,0.0
AL_147,AL_161,0.5957,0.0
AL_147,AL_158,0.5957,0.0
AL_147,AL_182,0.5957,0.0
AL_147,AL_152,0.5957,0.0
AL_113,AL_147,0.5957,0.0
AL_146,AL_147,0.5957,0.0
AL_188,AL_298,0.5957,0.0
AL_147,AL_155,0.5957,0.0
AL_147,AL_170,0.5957,0.0
AL_119,AL_147,0.5957,0.0
AL_107,AL_147,0.5957,0.0
AL_128,AL_147,0.5957,0.0
AL_103,AL_194,0.5957,0.0
AL_134,AL_147,0.5957,0.0
AL_125,AL_147,0.5957,0.0
AL_137,AL_147,0.5957,0.0
AL_104,AL_147,0.5957,0.0
AL_194,AL_213,0.5957,0.0
AL_110,AL_147,0.5957,0.0
AL_122,AL_147,0.5957,0.0
AL_131,AL_147,0.5957,0.0
AL_166,AL_255,0.5957,0.0
AL_249,AL_288,0.5956,0.0
AL_8,AL_327,0.5956,0.0
AL_166,AL_219,0.5956,0.0
AL_239,AL_253,0.5956,0.0
AL_124,AL_287,0.5955,0.0
AL_266,AL_273,0.5955,0.0
AL_103,AL_283,0.5955,0.0
AL_127,AL_252,0.5955,0.0
AL_148,AL_260,0.5954,0.0
AL_142,AL_292,0.5954,0.0
AL_142,AL_280,0.5954,0.0
AL_142,AL_276,0.5954,0.0
AL_142,AL_272,0.5954,0.0
AL_142,AL_263,0.5954,0.0
AL_142,AL_256,0.5954,0.0
AL_142,AL_248,0.5954,0.0
AL_142,AL_244,0.5954,0.0
AL_103,AL_226,0.5954,0.0
AL_142,AL_236,0.5954,0.0
AL_142,AL_233,0.5954,0.0
AL_142,AL_231,0.5954,0.0
AL_142,AL_220,0.5954,0.0
AL_142,AL_208,0.5954,0.0
AL_142,AL_197,0.5954,0.0
AL_142,AL_195,0.5954,0.0
AL_142,AL_191,0.5954,0.0
AL_194,AL_258,0.5954,0.0
AL_142,AL_284,0.5954,0.0
AL_142,AL_212,0.5954,0.0
AL_149,AL_180,0.5953,0.0
AL_172,AL_262,0.5953,0.0
AL_116,AL_180,0.5953,0.0
AL_110,AL_180,0.5953,0.0
AL_125,AL_180,0.5953,0.0
AL_155,AL_180,0.5953,0.0
AL_152,AL_180,0.5953,0.0
AL_247,AL_323,0.5953,0.0
AL_179,AL_180,0.5953,0.0
AL_170,AL_180,0.5953,0.0
AL_173,AL_180,0.5953,0.0
AL_264,AL_271,0.5953,0.0
AL_247,AL_289,0.5953,0.0
AL_107,AL_180,0.5953,0.0
AL_146,AL_180,0.5953,0.0
AL_164,AL_180,0.5953,0.0
AL_131,AL_180,0.5953,0.0
AL_119,AL_180,0.5953,0.0
AL_89,AL_163,0.5953,0.0
AL_161,AL_180,0.5953,0.0
AL_128,AL_180,0.5953,0.0
AL_137,AL_180,0.5953,0.0
AL_101,AL_180,0.5953,0.0
AL_122,AL_180,0.5953,0.0
AL_167,AL_180,0.5953,0.0
AL_143,AL_180,0.5953,0.0
AL_104,AL_180,0.5953,0.0
AL_113,AL_180,0.5953,0.0
AL_134,AL_180,0.5953,0.0
AL_158,AL_180,0.5953,0.0
AL_180,AL_182,0.5953,0.0
AL_176,AL_180,0.5953,0.0
AL_140,AL_180,0.5953,0.0
AL_121,AL_266,0.5952,0.0
AL_83,AL_269,0.5952,0.0
AL_83,AL_204,0.5952,0.0
AL_83,AL_227,0.5952,0.0
AL_83,AL_200,0.5952,0.0
AL_266,AL_331,0.5952,0.0
AL_83,AL_267,0.5952,0.0
AL_83,AL_240,0.5952,0.0
AL_121,AL_224,0.5952,0.0
AL_112,AL_260,0.5951,0.0
AL_44,AL_63,0.5951,0.0
AL_115,AL_185,0.5951,0.0
AL_115,AL_247,0.5951,0.0
AL_235,AL_264,0.595,0.0
AL_76,AL_327,0.595,0.0
AL_89,AL_106,0.595,0.0
AL_112,AL_231,0.5949,0.0
AL_157,AL_184,0.5949,0.0
AL_112,AL_248,0.5949,0.0
AL_112,AL_244,0.5949,0.0
AL_112,AL_236,0.5949,0.0
AL_112,AL_233,0.5949,0.0
AL_112,AL_263,0.5949,0.0
AL_112,AL_220,0.5949,0.0
AL_192,AL_226,0.5949,0.0
AL_112,AL_272,0.5949,0.0
AL_112,AL_212,0.5949,0.0
AL_112,AL_208,0.5949,0.0
AL_112,AL_276,0.5949,0.0
AL_112,AL_197,0.5949,0.0
AL_112,AL_195,0.5949,0.0
AL_112,AL_191,0.5949,0.0
AL_112,AL_280,0.5949,0.0
AL_115,AL_235,0.5949,0.0
AL_112,AL_284,0.5949,0.0
AL_112,AL_292,0.5949,0.0
AL_112,AL_256,0.5949,0.0
AL_81,AL_97,0.5948,0.0
AL_252,AL_298,0.5948,0.0
AL_121,AL_283,0.5948,0.0
AL_83,AL_199,0.5948,0.0
AL_190,AL_273,0.5948,0.0
AL_103,AL_279,0.5947,0.0
AL_103,AL_275,0.5947,0.0
AL_103,AL_255,0.5947,0.0
AL_88,AL_327,0.5947,0.0
AL_103,AL_199,0.5947,0.0
AL_181,AL_185,0.5947,0.0
AL_83,AL_252,0.5947,0.0
AL_142,AL_269,0.5947,0.0
AL_142,AL_267,0.5947,0.0
AL_142,AL_227,0.5947,0.0
AL_121,AL_279,0.5947,0.0
AL_199,AL_298,0.5947,0.0
AL_142,AL_204,0.5947,0.0
AL_142,AL_200,0.5947,0.0
AL_151,AL_260,0.5947,0.0
AL_142,AL_240,0.5947,0.0
AL_275,AL_298,0.5946,0.0
AL_172,AL_226,0.5946,0.0
AL_237,AL_251,0.5945,0.0
AL_145,AL_188,0.5945,0.0
AL_142,AL_287,0.5945,0.0
AL_213,AL_219,0.5945,0.0
AL_56,AL_186,0.5945,0.0
AL_203,AL_298,0.5945,0.0
AL_127,AL_212,0.5944,0.0
AL_219,AL_298,0.5944,0.0
AL_127,AL_195,0.5944,0.0
AL_127,AL_197,0.5944,0.0
AL_127,AL_280,0.5944,0.0
AL_127,AL_256,0.5944,0.0
AL_127,AL_284,0.5944,0.0
AL_127,AL_248,0.5944,0.0
AL_127,AL_292,0.5944,0.0
AL_127,AL_244,0.5944,0.0
AL_172,AL_255,0.5944,0.0
AL_127,AL_272,0.5944,0.0
AL_127,AL_191,0.5944,0.0
AL_127,AL_236,0.5944,0.0
AL_127,AL_233,0.5944,0.0
AL_127,AL_231,0.5944,0.0
AL_252,AL_257,0.5944,0.0
AL_127,AL_208,0.5944,0.0
AL_127,AL_263,0.5944,0.0
AL_127,AL_220,0.5944,0.0
AL_97,AL_215,0.5944,0.0
AL_127,AL_276,0.5944,0.0
AL_172,AL_188,0.5944,0.0
AL_124,AL_230,0.5944,0.0
AL_145,AL_235,0.5943,0.0
AL_160,AL_251,0.5943,0.0
AL_82,AL_323,0.5943,0.0
AL_41,AL_80,0.5943,0.0
AL_160,AL_292,0.5942,0.0
AL_160,AL_236,0.5942,0.0
AL_160,AL_284,0.5942,0.0
AL_172,AL_199,0.5942,0.0
AL_160,AL_220,0.5942,0.0
AL_160,AL_208,0.5942,0.0
AL_160,AL_233,0.5942,0.0
AL_160,AL_231,0.5942,0.0
AL_160,AL_212,0.5942,0.0
AL_160,AL_280,0.5942,0.0
AL_160,AL_244,0.5942,0.0
AL_160,AL_248,0.5942,0.0
AL_160,AL_197,0.5942,0.0
AL_160,AL_195,0.5942,0.0
AL_160,AL_256,0.5942,0.0
AL_160,AL_263,0.5942,0.0
AL_160,AL_272,0.5942,0.0
AL_172,AL_235,0.5942,0.0
AL_160,AL_276,0.5942,0.0
AL_160,AL_191,0.5942,0.0
AL_112,AL_240,0.5941,0.0
AL_224,AL_273,0.5941,0.0
AL_121,AL_226,0.5941,0.0
AL_112,AL_269,0.5941,0.0
AL_112,AL_227,0.5941,0.0
AL_287,AL_324,0.5941,0.0
AL_94,AL_298,0.5941,0.0
AL_287,AL_299,0.5941,0.0
AL_151,AL_251,0.5941,0.0
AL_287,AL_303,0.5941,0.0
AL_287,AL_307,0.5941,0.0
AL_287,AL_309,0.5941,0.0
AL_287,AL_312,0.5941,0.0
AL_287,AL_316,0.5941,0.0
AL_287,AL_320,0.5941,0.0
AL_115,AL_266,0.5941,0.0
AL_124,AL_247,0.5941,0.0
AL_112,AL_200,0.5941,0.0
AL_112,AL_267,0.5941,0.0
AL_112,AL_204,0.5941,0.0
AL_287,AL_332,0.5941,0.0
AL_145,AL_211,0.5941,0.0
AL_230,AL_273,0.5941,0.0
AL_145,AL_243,0.594,0.0
AL_9,AL_306,0.594,0.0
AL_252,AL_264,0.594,0.0
AL_121,AL_255,0.594,0.0
AL_260,AL_323,0.594,0.0
AL_145,AL_224,0.594,0.0
AL_26,AL_298,0.5939,0.0
AL_115,AL_252,0.5939,0.0
AL_124,AL_224,0.5939,0.0
AL_67,AL_186,0.5939,0.0
AL_85,AL_306,0.5939,0.0
AL_151,AL_248,0.5938,0.0
AL_151,AL_233,0.5938,0.0
AL_151,AL_280,0.5938,0.0
AL_103,AL_288,0.5938,0.0
AL_151,AL_231,0.5938,0.0
AL_151,AL_263,0.5938,0.0
AL_151,AL_195,0.5938,0.0
AL_224,AL_331,0.5938,0.0
AL_151,AL_292,0.5938,0.0
AL_14,AL_327,0.5938,0.0
AL_151,AL_256,0.5938,0.0
AL_151,AL_208,0.5938,0.0
AL_151,AL_197,0.5938,0.0
AL_151,AL_236,0.5938,0.0
AL_151,AL_212,0.5938,0.0
AL_151,AL_276,0.5938,0.0
AL_151,AL_191,0.5938,0.0
AL_151,AL_284,0.5938,0.0
AL_127,AL_266,0.5938,0.0
AL_166,AL_188,0.5938,0.0
AL_151,AL_272,0.5938,0.0
AL_151,AL_220,0.5938,0.0
AL_151,AL_244,0.5938,0.0
AL_258,AL_288,0.5937,0.0
AL_121,AL_235,0.5937,0.0
AL_160,AL_252,0.5937,0.0
AL_237,AL_287,0.5937,0.0
AL_145,AL_288,0.5937,0.0
AL_166,AL_247,0.5936,0.0
AL_121,AL_188,0.5936,0.0
AL_195,AL_319,0.5936,0.0
AL_273,AL_275,0.5936,0.0
AL_266,AL_289,0.5936,0.0
AL_197,AL_319,0.5936,0.0
AL_191,AL_319,0.5936,0.0
AL_231,AL_319,0.5936,0.0
AL_248,AL_319,0.5936,0.0
AL_212,AL_319,0.5936,0.0
AL_276,AL_319,0.5936,0.0
AL_233,AL_319,0.5936,0.0
AL_244,AL_319,0.5936,0.0
AL_284,AL_319,0.5936,0.0
AL_253,AL_266,0.5936,0.0
AL_292,AL_319,0.5936,0.0
AL_280,AL_319,0.5936,0.0
AL_236,AL_319,0.5936,0.0
AL_220,AL_319,0.5936,0.0
AL_208,AL_319,0.5936,0.0
AL_203,AL_273,0.5936,0.0
AL_256,AL_319,0.5936,0.0
AL_272,AL_319,0.5936,0.0
AL_263,AL_319,0.5936,0.0
AL_127,AL_240,0.5935,0.0
AL_160,AL_267,0.5935,0.0
AL_255,AL_331,0.5935,0.0
AL_172,AL_230,0.5935,0.0
AL_83,AL_288,0.5935,0.0
AL_160,AL_204,0.5935,0.0
AL_127,AL_269,0.5935,0.0
AL_124,AL_194,0.5935,0.0
AL_127,AL_267,0.5935,0.0
AL_160,AL_227,0.5935,0.0
AL_127,AL_200,0.5935,0.0
AL_160,AL_200,0.5935,0.0
AL_103,AL_271,0.5935,0.0
AL_213,AL_279,0.5935,0.0
AL_160,AL_240,0.5935,0.0
AL_127,AL_227,0.5935,0.0
AL_103,AL_219,0.5935,0.0
AL_127,AL_204,0.5935,0.0
AL_160,AL_269,0.5935,0.0
AL_247,AL_331,0.5934,0.0
AL_166,AL_266,0.5934,0.0
AL_27,AL_31,0.5934,0.0
AL_277,AL_287,0.5934,0.0
AL_112,AL_266,0.5934,0.0
AL_83,AL_226,0.5934,0.0
AL_121,AL_190,0.5934,0.0
AL_207,AL_289,0.5934,0.0
AL_110,AL_260,0.5933,0.0
AL_167,AL_260,0.5933,0.0
AL_107,AL_260,0.5933,0.0
AL_152,AL_260,0.5933,0.0
AL_161,AL_260,0.5933,0.0
AL_101,AL_260,0.5933,0.0
AL_151,AL_200,0.5933,0.0
AL_151,AL_267,0.5933,0.0
AL_173,AL_260,0.5933,0.0
AL_134,AL_260,0.5933,0.0
AL_140,AL_260,0.5933,0.0
AL_176,AL_260,0.5933,0.0
AL_151,AL_227,0.5933,0.0
AL_155,AL_260,0.5933,0.0
AL_151,AL_269,0.5933,0.0
AL_131,AL_260,0.5933,0.0
AL_137,AL_260,0.5933,0.0
AL_164,AL_260,0.5933,0.0
AL_116,AL_260,0.5933,0.0
AL_182,AL_260,0.5933,0.0
AL_149,AL_260,0.5933,0.0
AL_151,AL_240,0.5933,0.0
AL_170,AL_260,0.5933,0.0
AL_179,AL_260,0.5933,0.0
AL_151,AL_204,0.5933,0.0
AL_146,AL_260,0.5933,0.0
AL_104,AL_260,0.5933,0.0
AL_128,AL_260,0.5933,0.0
AL_160,AL_266,0.5933,0.0
AL_172,AL_288,0.5933,0.0
AL_121,AL_243,0.5933,0.0
AL_113,AL_260,0.5933,0.0
AL_125,AL_260,0.5933,0.0
AL_143,AL_260,0.5933,0.0
AL_119,AL_260,0.5933,0.0
AL_122,AL_260,0.5933,0.0
AL_158,AL_260,0.5933,0.0
AL_130,AL_244,0.5932,0.0
AL_131,AL_185,0.5932,0.0
AL_176,AL_185,0.5932,0.0
AL_112,AL_262,0.5932,0.0
AL_130,AL_256,0.5932,0.0
AL_130,AL_233,0.5932,0.0
AL_170,AL_185,0.5932,0.0
AL_149,AL_185,0.5932,0.0
AL_128,AL_185,0.5932,0.0
AL_101,AL_185,0.5932,0.0
AL_130,AL_236,0.5932,0.0
AL_130,AL_248,0.5932,0.0
AL_182,AL_185,0.5932,0.0
AL_130,AL_231,0.5932,0.0
AL_161,AL_185,0.5932,0.0
AL_130,AL_212,0.5932,0.0
AL_130,AL_280,0.5932,0.0
AL_116,AL_185,0.5932,0.0
AL_143,AL_185,0.5932,0.0
AL_167,AL_185,0.5932,0.0
AL_130,AL_197,0.5932,0.0
AL_130,AL_276,0.5932,0.0
AL_104,AL_185,0.5932,0.0
AL_130,AL_195,0.5932,0.0
AL_130,AL_191,0.5932,0.0
AL_173,AL_185,0.5932,0.0
AL_140,AL_185,0.5932,0.0
AL_155,AL_185,0.5932,0.0
AL_152,AL_185,0.5932,0.0
AL_130,AL_292,0.5932,0.0
AL_130,AL_284,0.5932,0.0
AL_179,AL_185,0.5932,0.0
AL_137,AL_185,0.5932,0.0
AL_146,AL_185,0.5932,0.0
AL_122,AL_185,0.5932,0.0
AL_158,AL_185,0.5932,0.0
AL_164,AL_185,0.5932,0.0
AL_110,AL_185,0.5932,0.0
AL_119,AL_185,0.5932,0.0
AL_125,AL_185,0.5932,0.0
AL_130,AL_208,0.5932,0.0
AL_134,AL_185,0.5932,0.0
AL_113,AL_185,0.5932,0.0
AL_107,AL_185,0.5932,0.0
AL_121,AL_230,0.5932,0.0
AL_130,AL_220,0.5932,0.0
AL_130,AL_272,0.5932,0.0
AL_229,AL_288,0.5932,0.0
AL_130,AL_263,0.5932,0.0
AL_146,AL_288,0.5931,0.0
AL_122,AL_288,0.5931,0.0
AL_176,AL_288,0.5931,0.0
AL_137,AL_288,0.5931,0.0
AL_143,AL_288,0.5931,0.0
AL_116,AL_288,0.5931,0.0
AL_142,AL_252,0.5931,0.0
AL_104,AL_288,0.5931,0.0
AL_155,AL_288,0.5931,0.0
AL_119,AL_288,0.5931,0.0
AL_149,AL_288,0.5931,0.0
AL_170,AL_288,0.5931,0.0
AL_107,AL_288,0.5931,0.0
AL_161,AL_288,0.5931,0.0
AL_164,AL_288,0.5931,0.0
AL_173,AL_288,0.5931,0.0
AL_131,AL_288,0.5931,0.0
AL_110,AL_288,0.5931,0.0
AL_101,AL_288,0.5931,0.0
AL_182,AL_288,0.5931,0.0
AL_179,AL_288,0.5931,0.0
AL_158,AL_288,0.5931,0.0
AL_125,AL_288,0.5931,0.0
AL_253,AL_283,0.5931,0.0
AL_167,AL_288,0.5931,0.0
AL_152,AL_288,0.5931,0.0
AL_113,AL_288,0.5931,0.0
AL_128,AL_288,0.5931,0.0
AL_134,AL_288,0.5931,0.0
AL_140,AL_288,0.5931,0.0
AL_204,AL_319,0.593,0.0
AL_267,AL_319,0.593,0.0
AL_227,AL_319,0.593,0.0
AL_148,AL_288,0.593,0.0
AL_121,AL_199,0.593,0.0
AL_269,AL_319,0.593,0.0
AL_200,AL_319,0.593,0.0
AL_240,AL_319,0.593,0.0
AL_219,AL_323,0.593,0.0
AL_124,AL_188,0.5929,0.0
AL_77,AL_291,0.5929,0.0
AL_160,AL_262,0.5929,0.0
AL_79,AL_331,0.5929,0.0
AL_253,AL_271,0.5929,0.0
AL_139,AL_184,0.5929,0.0
AL_133,AL_251,0.5929,0.0
AL_130,AL_269,0.5928,0.0
AL_130,AL_204,0.5928,0.0
AL_130,AL_227,0.5928,0.0
AL_213,AL_235,0.5928,0.0
AL_243,AL_289,0.5928,0.0
AL_115,AL_287,0.5928,0.0
AL_130,AL_267,0.5928,0.0
AL_130,AL_200,0.5928,0.0
AL_130,AL_240,0.5928,0.0
AL_92,AL_203,0.5927,0.0
